"YEAR","ew","MAP_ZONE","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2004","eastside","OBM","RaSPFI","fcd","RaSPFI_fcd","A",41735.312885
"2004","eastside","OBM","RaSPFI","fcd","RaSPFI_fcd","B",94357.972995
"2004","eastside","OBM","RaSPFI","fcd","RaSPFI_fcd","C",114940.40785
"2004","eastside","OBM","RaSPFI","fcd","RaSPFI_fcd","D",7567.21227
"2004","eastside","OBM","RaSPFI","fcd","RaSPFI_fcd","E",38529.48896
"2004","eastside","OEC","Na0210350","fvg","Na0210350_fvg","A",16.679625
"2004","eastside","OEC","Na0210350","fvg","Na0210350_fvg","B",279.995305
"2004","eastside","OEC","Na0210350","fvg","Na0210350_fvg","C",48.259715
"2004","eastside","OEC","Na0210350","fvg","Na0210350_fvg","D",2.66874
"2004","eastside","OEC","Na0210350","fvg","Na0210350_fvg","E",450.794665
"2004","eastside","OEC","Na0710270","fdd","Na0710270_fdd","B",0.44479
"2004","eastside","OEC","Na0710412","fmc","Na0710412_fmc","A",709.88484
"2004","eastside","OEC","Na0710412","fmc","Na0710412_fmc","B",1012.119645
"2004","eastside","OEC","Na0710412","fmc","Na0710412_fmc","C",499.49917
"2004","eastside","OEC","Na0710412","fmc","Na0710412_fmc","D",446.12437
"2004","eastside","OEC","Na0710412","fmc","Na0710412_fmc","E",2909.81618
"2004","eastside","OEC","Na0710412","fmh","Na0710412_fmh","A",25235.16065
"2004","eastside","OEC","Na0710412","fmh","Na0710412_fmh","B",159587.09368
"2004","eastside","OEC","Na0710412","fmh","Na0710412_fmh","C",43574.29714
"2004","eastside","OEC","Na0710412","fmh","Na0710412_fmh","D",13852.09497
"2004","eastside","OEC","Na0710412","fmh","Na0710412_fmh","E",198807.34151
"2004","eastside","OEC","Na0710412","fmi","Na0710412_fmi","A",1071.9439
"2004","eastside","OEC","Na0710412","fmi","Na0710412_fmi","B",12364.939605
"2004","eastside","OEC","Na0710412","fmi","Na0710412_fmi","C",2511.72913
"2004","eastside","OEC","Na0710412","fmi","Na0710412_fmi","D",447.236345
"2004","eastside","OEC","Na0710412","fmi","Na0710412_fmi","E",10386.068895
"2004","eastside","OEC","RaABAMlw","fsi","RaABAMlw_fsi","A",4359.38679
"2004","eastside","OEC","RaABAMlw","fsi","RaABAMlw_fsi","B",28671.1634
"2004","eastside","OEC","RaABAMlw","fsi","RaABAMlw_fsi","C",6547.75359
"2004","eastside","OEC","RaABAMlw","fsi","RaABAMlw_fsi","D",1798.953155
"2004","eastside","OEC","RaABAMlw","fsi","RaABAMlw_fsi","E",47987.94831
"2004","eastside","OEC","RaABAMlw","fsw","RaABAMlw_fsw","A",937.61732
"2004","eastside","OEC","RaABAMlw","fsw","RaABAMlw_fsw","B",4411.204825
"2004","eastside","OEC","RaABAMlw","fsw","RaABAMlw_fsw","C",1325.4742
"2004","eastside","OEC","RaABAMlw","fsw","RaABAMlw_fsw","D",310.90821
"2004","eastside","OEC","RaABAMlw","fsw","RaABAMlw_fsw","E",7795.611935
"2004","eastside","OEC","RaABAMlw","fwc","RaABAMlw_fwc","A",150.33902
"2004","eastside","OEC","RaABAMlw","fwc","RaABAMlw_fwc","B",1561.435295
"2004","eastside","OEC","RaABAMlw","fwc","RaABAMlw_fwc","C",296.67493
"2004","eastside","OEC","RaABAMlw","fwc","RaABAMlw_fwc","D",44.701395
"2004","eastside","OEC","RaABAMlw","fwc","RaABAMlw_fwc","E",2482.150595
"2004","eastside","OEC","RaDFHEdy","fwi","RaDFHEdy_fwi","A",3360.38845
"2004","eastside","OEC","RaDFHEdy","fwi","RaDFHEdy_fwi","B",18082.49266
"2004","eastside","OEC","RaDFHEdy","fwi","RaDFHEdy_fwi","C",5814.072485
"2004","eastside","OEC","RaDFHEdy","fwi","RaDFHEdy_fwi","D",732.791525
"2004","eastside","OEC","RaDFHEdy","fwi","RaDFHEdy_fwi","E",26440.763945
"2004","eastside","OEC","RaDFHEwt","fdm","RaDFHEwt_fdm","A",3.55832
"2004","eastside","OEC","RaDFHEwt","fdm","RaDFHEwt_fdm","B",15.345255
"2004","eastside","OEC","RaDFHEwt","fdm","RaDFHEwt_fdm","C",7.783825
"2004","eastside","OEC","RaDFHEwt","fdm","RaDFHEwt_fdm","D",0.88958
"2004","eastside","OEC","RaDFHEwt","fdm","RaDFHEwt_fdm","E",53.3748
"2004","eastside","OEC","RaDFHEwt","fwm","RaDFHEwt_fwm","A",142.555195
"2004","eastside","OEC","RaDFHEwt","fwm","RaDFHEwt_fwm","B",271.76669
"2004","eastside","OEC","RaDFHEwt","fwm","RaDFHEwt_fwm","C",186.8118
"2004","eastside","OEC","RaDFHEwt","fwm","RaDFHEwt_fwm","D",16.01244
"2004","eastside","OEC","RaDFHEwt","fwm","RaDFHEwt_fwm","E",553.31876
"2004","eastside","OEC","RaDFHEwt","fww","RaDFHEwt_fww","A",116.757375
"2004","eastside","OEC","RaDFHEwt","fww","RaDFHEwt_fww","B",317.13527
"2004","eastside","OEC","RaDFHEwt","fww","RaDFHEwt_fww","C",314.688925
"2004","eastside","OEC","RaDFHEwt","fww","RaDFHEwt_fww","D",18.23639
"2004","eastside","OEC","RaDFHEwt","fww","RaDFHEwt_fww","E",950.51623
"2004","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","A",7.783825
"2004","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","B",34.69362
"2004","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","C",10.67496
"2004","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","D",0.222395
"2004","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","E",82.28615
"2004","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","A",34.026435
"2004","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","B",778.604895
"2004","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","C",98.965775
"2004","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","D",5.78227
"2004","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","E",1301.233145
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","A",36572.190565
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","B",202445.056525
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","C",67702.37548
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","D",9897.02229
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","E",174510.465365
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","A",47322.320075
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","B",221425.80259
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","C",87750.39515
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","D",16564.646785
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","E",143713.205765
"2004","eastside","OEC","RaMCONms","fcm","RaMCONms_fcm","A",6.894245
"2004","eastside","OEC","RaMCONms","fcm","RaMCONms_fcm","B",144.55675
"2004","eastside","OEC","RaMCONms","fcm","RaMCONms_fcm","C",18.013995
"2004","eastside","OEC","RaMCONms","fcm","RaMCONms_fcm","D",13.78849
"2004","eastside","OEC","RaMCONms","fcm","RaMCONms_fcm","E",212.16483
"2004","eastside","OEC","RaMCONms","fmm","RaMCONms_fmm","A",28183.006375
"2004","eastside","OEC","RaMCONms","fmm","RaMCONms_fmm","B",309381.69072
"2004","eastside","OEC","RaMCONms","fmm","RaMCONms_fmm","C",79606.067855
"2004","eastside","OEC","RaMCONms","fmm","RaMCONms_fmm","D",19498.926415
"2004","eastside","OEC","RaMCONms","fmm","RaMCONms_fmm","E",352274.12479
"2004","eastside","OEC","RaMCONsw","fiw","RaMCONsw_fiw","A",56.93312
"2004","eastside","OEC","RaMCONsw","fiw","RaMCONsw_fiw","B",551.98439
"2004","eastside","OEC","RaMCONsw","fiw","RaMCONsw_fiw","C",257.08862
"2004","eastside","OEC","RaMCONsw","fiw","RaMCONsw_fiw","D",2.891135
"2004","eastside","OEC","RaMCONsw","fiw","RaMCONsw_fiw","E",298.676485
"2004","eastside","OEC","RaOAPI","fop","RaOAPI_fop","A",2916.710425
"2004","eastside","OEC","RaOAPI","fop","RaOAPI_fop","B",31723.31238
"2004","eastside","OEC","RaOAPI","fop","RaOAPI_fop","C",5431.77548
"2004","eastside","OEC","RaOAPI","fop","RaOAPI_fop","D",901.811725
"2004","eastside","OEC","RaOAPI","fop","RaOAPI_fop","E",36070.68984
"2004","eastside","OEC","RaPICOpu","fld","RaPICOpu_fld","A",19351.256135
"2004","eastside","OEC","RaPICOpu","fld","RaPICOpu_fld","B",133573.55053
"2004","eastside","OEC","RaPICOpu","fld","RaPICOpu_fld","C",31089.93142
"2004","eastside","OEC","RaPICOpu","fld","RaPICOpu_fld","D",8886.681805
"2004","eastside","OEC","RaPICOpu","fld","RaPICOpu_fld","E",143871.995795
"2004","eastside","OEC","RaPICOpu","flw","RaPICOpu_flw","A",3104.18941
"2004","eastside","OEC","RaPICOpu","flw","RaPICOpu_flw","B",28614.452675
"2004","eastside","OEC","RaPICOpu","flw","RaPICOpu_flw","C",5945.730325
"2004","eastside","OEC","RaPICOpu","flw","RaPICOpu_flw","D",2024.461685
"2004","eastside","OEC","RaPICOpu","flw","RaPICOpu_flw","E",29801.152395
"2004","eastside","OEC","RaPIPOm","fdp","RaPIPOm_fdp","A",814.85528
"2004","eastside","OEC","RaPIPOm","fdp","RaPIPOm_fdp","B",7792.7208
"2004","eastside","OEC","RaPIPOm","fdp","RaPIPOm_fdp","C",1353.718365
"2004","eastside","OEC","RaPIPOm","fdp","RaPIPOm_fdp","D",594.23944
"2004","eastside","OEC","RaPIPOm","fdp","RaPIPOm_fdp","E",5743.350875
"2004","eastside","OEC","RaPIPOm","fpd","RaPIPOm_fpd","A",17.124415
"2004","eastside","OEC","RaPIPOm","fpd","RaPIPOm_fpd","B",29.578535
"2004","eastside","OEC","RaPIPOm","fpd","RaPIPOm_fpd","C",3.780715
"2004","eastside","OEC","RaPIPOm","fpd","RaPIPOm_fpd","D",0.222395
"2004","eastside","OEC","RaPIPOm","fpd","RaPIPOm_fpd","E",8.673405
"2004","eastside","OEC","RaPIPOm","fpl","RaPIPOm_fpl","A",75898.07602
"2004","eastside","OEC","RaPIPOm","fpl","RaPIPOm_fpl","B",365761.714355
"2004","eastside","OEC","RaPIPOm","fpl","RaPIPOm_fpl","C",123503.727325
"2004","eastside","OEC","RaPIPOm","fpl","RaPIPOm_fpl","D",23707.084605
"2004","eastside","OEC","RaPIPOm","fpl","RaPIPOm_fpl","E",275330.569875
"2004","eastside","OEC","RaPIPOxe","fpd","RaPIPOxe_fpd","A",35186.224925
"2004","eastside","OEC","RaPIPOxe","fpd","RaPIPOxe_fpd","B",224823.99819
"2004","eastside","OEC","RaPIPOxe","fpd","RaPIPOxe_fpd","C",75363.660835
"2004","eastside","OEC","RaPIPOxe","fpd","RaPIPOxe_fpd","D",18173.007425
"2004","eastside","OEC","RaPIPOxe","fpd","RaPIPOxe_fpd","E",198625.644795
"2004","eastside","OEC","RaPIPOxe","fxp","RaPIPOxe_fxp","A",34963.16274
"2004","eastside","OEC","RaPIPOxe","fxp","RaPIPOxe_fxp","B",159553.28964
"2004","eastside","OEC","RaPIPOxe","fxp","RaPIPOxe_fxp","C",67271.81876
"2004","eastside","OEC","RaPIPOxe","fxp","RaPIPOxe_fxp","D",10890.460755
"2004","eastside","OEC","RaPIPOxe","fxp","RaPIPOxe_fxp","E",91188.62185
"2004","eastside","OEC","RaREFI","fcw","RaREFI_fcw","A",1135.10408
"2004","eastside","OEC","RaREFI","fcw","RaREFI_fcw","B",12382.50881
"2004","eastside","OEC","RaREFI","fcw","RaREFI_fcw","C",5971.528145
"2004","eastside","OEC","RaREFI","fcw","RaREFI_fcw","D",61.603415
"2004","eastside","OEC","RaREFI","fcw","RaREFI_fcw","E",677.41517
"2004","eastside","OEC","RaREFI","frf","RaREFI_frf","A",951.628205
"2004","eastside","OEC","RaREFI","frf","RaREFI_frf","B",15903.244055
"2004","eastside","OEC","RaREFI","frf","RaREFI_frf","C",3922.380615
"2004","eastside","OEC","RaREFI","frf","RaREFI_frf","D",3168.906355
"2004","eastside","OEC","RaREFI","frf","RaREFI_frf","E",30863.08852
"2004","eastside","OEC","RaREFI","frm","RaREFI_frm","A",2303.56741
"2004","eastside","OEC","RaREFI","frm","RaREFI_frm","B",14463.68122
"2004","eastside","OEC","RaREFI","frm","RaREFI_frm","C",10818.18238
"2004","eastside","OEC","RaREFI","frm","RaREFI_frm","D",323.584725
"2004","eastside","OEC","RaREFI","frm","RaREFI_frm","E",1132.88013
"2004","eastside","OEC","RaSAWD","fal","RaSAWD_fal","A",3301.23138
"2004","eastside","OEC","RaSAWD","fal","RaSAWD_fal","B",20294.655725
"2004","eastside","OEC","RaSAWD","fal","RaSAWD_fal","C",8621.36457
"2004","eastside","OEC","RaSAWD","fal","RaSAWD_fal","D",3061.48957
"2004","eastside","OEC","RaSAWD","fal","RaSAWD_fal","E",24710.30845
"2004","eastside","OEC","RaSAWD","fsw","RaSAWD_fsw","A",1.33437
"2004","eastside","OEC","RaSAWD","fsw","RaSAWD_fsw","B",12.231725
"2004","eastside","OEC","RaSAWD","fsw","RaSAWD_fsw","C",5.559875
"2004","eastside","OEC","RaSAWD","fsw","RaSAWD_fsw","E",11.786935
"2004","eastside","OEC","RaSPFI","fcd","RaSPFI_fcd","A",0.222395
"2004","eastside","OEC","RaSPFI","fcd","RaSPFI_fcd","B",183.031085
"2004","eastside","OEC","RaSPFI","fcd","RaSPFI_fcd","C",2.446345
"2004","eastside","OEC","RaSPFI","fcd","RaSPFI_fcd","D",2.446345
"2004","eastside","OEC","RaSPFI","fcd","RaSPFI_fcd","E",174.80247
"2004","eastside","OEC","RaSPFI","fmz","RaSPFI_fmz","A",25594.328575
"2004","eastside","OEC","RaSPFI","fmz","RaSPFI_fmz","B",88424.252
"2004","eastside","OEC","RaSPFI","fmz","RaSPFI_fmz","C",43462.432455
"2004","eastside","OEC","RaSPFI","fmz","RaSPFI_fmz","D",7981.089365
"2004","eastside","OEC","RaSPFI","fmz","RaSPFI_fmz","E",58429.615955
"2004","eastside","OSE","RaMCONdy","fmd","RaMCONdy_fmd","A",0.222395
"2004","eastside","OSE","RaPIPOxe","fpd","RaPIPOxe_fpd","A",0.44479
"2004","eastside","OSE","RaPIPOxe","fxp","RaPIPOxe_fxp","A",92.738715
"2004","eastside","OSE","RaPIPOxe","fxp","RaPIPOxe_fxp","B",741.46493
"2004","eastside","OSE","RaPIPOxe","fxp","RaPIPOxe_fxp","C",438.340545
"2004","eastside","OSE","RaPIPOxe","fxp","RaPIPOxe_fxp","D",21.572315
"2004","eastside","OSE","RaPIPOxe","fxp","RaPIPOxe_fxp","E",210.163275
"2004","eastside","OSW","Na0210290","fdw","Na0210290_fdw","A",1269.653055
"2004","eastside","OSW","Na0210290","fdw","Na0210290_fdw","B",3713.55171
"2004","eastside","OSW","Na0210290","fdw","Na0210290_fdw","C",592.90507
"2004","eastside","OSW","Na0210290","fdw","Na0210290_fdw","D",64.49455
"2004","eastside","OSW","Na0210290","fdw","Na0210290_fdw","E",2581.338765
"2004","eastside","OSW","Na0210290","fwo","Na0210290_fwo","A",11191.36119
"2004","eastside","OSW","Na0210290","fwo","Na0210290_fwo","B",135902.248575
"2004","eastside","OSW","Na0210290","fwo","Na0210290_fwo","C",13507.605115
"2004","eastside","OSW","Na0210290","fwo","Na0210290_fwo","D",2784.163005
"2004","eastside","OSW","Na0210290","fwo","Na0210290_fwo","E",32124.735355
"2004","eastside","OSW","Na0210350","fvg","Na0210350_fvg","A",72.05598
"2004","eastside","OSW","Na0210350","fvg","Na0210350_fvg","B",127.877125
"2004","eastside","OSW","Na0210350","fvg","Na0210350_fvg","C",30.468115
"2004","eastside","OSW","Na0210350","fvg","Na0210350_fvg","D",4.4479
"2004","eastside","OSW","Na0210350","fvg","Na0210350_fvg","E",145.668725
"2004","eastside","OSW","Na0710270","fdd","Na0710270_fdd","A",117111.650235
"2004","eastside","OSW","Na0710270","fdd","Na0710270_fdd","B",698848.26573
"2004","eastside","OSW","Na0710270","fdd","Na0710270_fdd","C",93262.010435
"2004","eastside","OSW","Na0710270","fdd","Na0710270_fdd","D",27943.93175
"2004","eastside","OSW","Na0710270","fdd","Na0710270_fdd","E",296803.9191
"2004","eastside","OSW","Na0710412","fmc","Na0710412_fmc","A",373.845995
"2004","eastside","OSW","Na0710412","fmc","Na0710412_fmc","B",4085.84094
"2004","eastside","OSW","Na0710412","fmc","Na0710412_fmc","C",500.166355
"2004","eastside","OSW","Na0710412","fmc","Na0710412_fmc","D",252.863115
"2004","eastside","OSW","Na0710412","fmc","Na0710412_fmc","E",5685.30578
"2004","eastside","OSW","Na0710412","fmh","Na0710412_fmh","A",9457.347375
"2004","eastside","OSW","Na0710412","fmh","Na0710412_fmh","B",75785.766545
"2004","eastside","OSW","Na0710412","fmh","Na0710412_fmh","C",18717.430385
"2004","eastside","OSW","Na0710412","fmh","Na0710412_fmh","D",10219.05025
"2004","eastside","OSW","Na0710412","fmh","Na0710412_fmh","E",87664.10589
"2004","eastside","OSW","Na0710412","fmi","Na0710412_fmi","A",1228.95477
"2004","eastside","OSW","Na0710412","fmi","Na0710412_fmi","B",9272.98192
"2004","eastside","OSW","Na0710412","fmi","Na0710412_fmi","C",1028.35448
"2004","eastside","OSW","Na0710412","fmi","Na0710412_fmi","D",269.765135
"2004","eastside","OSW","Na0710412","fmi","Na0710412_fmi","E",8710.76736
"2004","eastside","OSW","R1RFWF","fcw","R1RFWF_fcw","A",17485.362085
"2004","eastside","OSW","R1RFWF","fcw","R1RFWF_fcw","B",53597.195
"2004","eastside","OSW","R1RFWF","fcw","R1RFWF_fcw","C",8349.820275
"2004","eastside","OSW","R1RFWF","fcw","R1RFWF_fcw","D",928.72152
"2004","eastside","OSW","R1RFWF","fcw","R1RFWF_fcw","E",37078.806375
"2004","eastside","OSW","R1RFWF","frm","R1RFWF_frm","A",157.678055
"2004","eastside","OSW","R1RFWF","frm","R1RFWF_frm","B",1746.467935
"2004","eastside","OSW","R1RFWF","frm","R1RFWF_frm","C",156.12129
"2004","eastside","OSW","R1RFWF","frm","R1RFWF_frm","D",45.36858
"2004","eastside","OSW","R1RFWF","frm","R1RFWF_frm","E",1738.23932
"2004","eastside","OSW","RaABAMlw","fsi","RaABAMlw_fsi","A",2265.982655
"2004","eastside","OSW","RaABAMlw","fsi","RaABAMlw_fsi","B",17504.26566
"2004","eastside","OSW","RaABAMlw","fsi","RaABAMlw_fsi","C",2235.736935
"2004","eastside","OSW","RaABAMlw","fsi","RaABAMlw_fsi","D",617.36852
"2004","eastside","OSW","RaABAMlw","fsi","RaABAMlw_fsi","E",16378.279775
"2004","eastside","OSW","RaABAMlw","fsw","RaABAMlw_fsw","A",448.79311
"2004","eastside","OSW","RaABAMlw","fsw","RaABAMlw_fsw","B",1855.21909
"2004","eastside","OSW","RaABAMlw","fsw","RaABAMlw_fsw","C",266.874
"2004","eastside","OSW","RaABAMlw","fsw","RaABAMlw_fsw","D",52.262825
"2004","eastside","OSW","RaABAMlw","fsw","RaABAMlw_fsw","E",1965.08222
"2004","eastside","OSW","RaABAMlw","fwc","RaABAMlw_fwc","A",655.842855
"2004","eastside","OSW","RaABAMlw","fwc","RaABAMlw_fwc","B",2052.70585
"2004","eastside","OSW","RaABAMlw","fwc","RaABAMlw_fwc","C",334.48208
"2004","eastside","OSW","RaABAMlw","fwc","RaABAMlw_fwc","D",36.250385
"2004","eastside","OSW","RaABAMlw","fwc","RaABAMlw_fwc","E",1921.04801
"2004","eastside","OSW","RaDFHEdy","fwi","RaDFHEdy_fwi","A",45153.524035
"2004","eastside","OSW","RaDFHEdy","fwi","RaDFHEdy_fwi","B",118593.91291
"2004","eastside","OSW","RaDFHEdy","fwi","RaDFHEdy_fwi","C",33160.206475
"2004","eastside","OSW","RaDFHEdy","fwi","RaDFHEdy_fwi","D",4399.41789
"2004","eastside","OSW","RaDFHEdy","fwi","RaDFHEdy_fwi","E",76329.96711
"2004","eastside","OSW","RaDFHEdy","fwx","RaDFHEdy_fwx","A",3135.102315
"2004","eastside","OSW","RaDFHEdy","fwx","RaDFHEdy_fwx","B",57997.280075
"2004","eastside","OSW","RaDFHEdy","fwx","RaDFHEdy_fwx","C",6792.165695
"2004","eastside","OSW","RaDFHEdy","fwx","RaDFHEdy_fwx","D",1746.69033
"2004","eastside","OSW","RaDFHEdy","fwx","RaDFHEdy_fwx","E",34115.83779
"2004","eastside","OSW","RaDFHEwt","fdm","RaDFHEwt_fdm","A",1750.471045
"2004","eastside","OSW","RaDFHEwt","fdm","RaDFHEwt_fdm","B",6578.666495
"2004","eastside","OSW","RaDFHEwt","fdm","RaDFHEwt_fdm","C",1061.71373
"2004","eastside","OSW","RaDFHEwt","fdm","RaDFHEwt_fdm","D",116.97977
"2004","eastside","OSW","RaDFHEwt","fdm","RaDFHEwt_fdm","E",4301.56409
"2004","eastside","OSW","RaDFHEwt","fhc","RaDFHEwt_fhc","A",1845.8785
"2004","eastside","OSW","RaDFHEwt","fhc","RaDFHEwt_fhc","B",4470.806685
"2004","eastside","OSW","RaDFHEwt","fhc","RaDFHEwt_fhc","C",2539.083715
"2004","eastside","OSW","RaDFHEwt","fhc","RaDFHEwt_fhc","D",245.07929
"2004","eastside","OSW","RaDFHEwt","fhc","RaDFHEwt_fhc","E",2540.64048
"2004","eastside","OSW","RaDFHEwt","fwm","RaDFHEwt_fwm","A",19899.682205
"2004","eastside","OSW","RaDFHEwt","fwm","RaDFHEwt_fwm","B",36642.912175
"2004","eastside","OSW","RaDFHEwt","fwm","RaDFHEwt_fwm","C",13080.38432
"2004","eastside","OSW","RaDFHEwt","fwm","RaDFHEwt_fwm","D",2093.18174
"2004","eastside","OSW","RaDFHEwt","fwm","RaDFHEwt_fwm","E",25377.271055
"2004","eastside","OSW","RaDFHEwt","fwn","RaDFHEwt_fwn","A",587.345195
"2004","eastside","OSW","RaDFHEwt","fwn","RaDFHEwt_fwn","B",1556.32021
"2004","eastside","OSW","RaDFHEwt","fwn","RaDFHEwt_fwn","C",669.40895
"2004","eastside","OSW","RaDFHEwt","fwn","RaDFHEwt_fwn","D",185.03264
"2004","eastside","OSW","RaDFHEwt","fwn","RaDFHEwt_fwn","E",975.42447
"2004","eastside","OSW","RaDFWV","fwx","RaDFWV_fwx","A",5205.599765
"2004","eastside","OSW","RaDFWV","fwx","RaDFWV_fwx","B",11801.61307
"2004","eastside","OSW","RaDFWV","fwx","RaDFWV_fwx","C",2263.53631
"2004","eastside","OSW","RaDFWV","fwx","RaDFWV_fwx","D",184.810245
"2004","eastside","OSW","RaDFWV","fwx","RaDFWV_fwx","E",10162.784315
"2004","eastside","OSW","RaMCONdy","fdx","RaMCONdy_fdx","A",44.701395
"2004","eastside","OSW","RaMCONdy","fdx","RaMCONdy_fdx","B",110.530315
"2004","eastside","OSW","RaMCONdy","fdx","RaMCONdy_fdx","C",15.790045
"2004","eastside","OSW","RaMCONdy","fdx","RaMCONdy_fdx","D",1.77916
"2004","eastside","OSW","RaMCONdy","fdx","RaMCONdy_fdx","E",74.057535
"2004","eastside","OSW","RaMCONsw","fdm","RaMCONsw_fdm","A",28262.40139
"2004","eastside","OSW","RaMCONsw","fdm","RaMCONsw_fdm","B",108636.39918
"2004","eastside","OSW","RaMCONsw","fdm","RaMCONsw_fdm","C",16068.92833
"2004","eastside","OSW","RaMCONsw","fdm","RaMCONsw_fdm","D",4031.57656
"2004","eastside","OSW","RaMCONsw","fdm","RaMCONsw_fdm","E",42045.55391
"2004","eastside","OSW","RaMCONsw","fiw","RaMCONsw_fiw","A",74510.108825
"2004","eastside","OSW","RaMCONsw","fiw","RaMCONsw_fiw","B",534655.593995
"2004","eastside","OSW","RaMCONsw","fiw","RaMCONsw_fiw","C",100538.99723
"2004","eastside","OSW","RaMCONsw","fiw","RaMCONsw_fiw","D",12285.322195
"2004","eastside","OSW","RaMCONsw","fiw","RaMCONsw_fiw","E",189700.488655
"2004","eastside","OSW","RaMCONsw","fvw","RaMCONsw_fvw","A",8881.789115
"2004","eastside","OSW","RaMCONsw","fvw","RaMCONsw_fvw","B",42602.208595
"2004","eastside","OSW","RaMCONsw","fvw","RaMCONsw_fvw","C",8673.627395
"2004","eastside","OSW","RaMCONsw","fvw","RaMCONsw_fvw","D",1468.918975
