"YEAR","ew","MAP_ZONE","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2002","eastside","OEC","RaABAMlw","fsw","RaABAMlw_fsw","A",1011.45246
"2002","eastside","OEC","RaABAMlw","fsw","RaABAMlw_fsw","B",4292.66829
"2002","eastside","OEC","RaABAMlw","fsw","RaABAMlw_fsw","C",1417.99052
"2002","eastside","OEC","RaABAMlw","fsw","RaABAMlw_fsw","D",310.241025
"2002","eastside","OEC","RaABAMlw","fsw","RaABAMlw_fsw","E",7748.464195
"2002","eastside","OEC","RaABAMlw","fwc","RaABAMlw_fwc","A",137.662505
"2002","eastside","OEC","RaABAMlw","fwc","RaABAMlw_fwc","B",1576.113365
"2002","eastside","OEC","RaABAMlw","fwc","RaABAMlw_fwc","C",312.464975
"2002","eastside","OEC","RaABAMlw","fwc","RaABAMlw_fwc","D",40.253495
"2002","eastside","OEC","RaABAMlw","fwc","RaABAMlw_fwc","E",2468.806895
"2002","eastside","OEC","RaDFHEdy","fwi","RaDFHEdy_fwi","A",3453.34956
"2002","eastside","OEC","RaDFHEdy","fwi","RaDFHEdy_fwi","B",17539.40407
"2002","eastside","OEC","RaDFHEdy","fwi","RaDFHEdy_fwi","C",6252.85782
"2002","eastside","OEC","RaDFHEdy","fwi","RaDFHEdy_fwi","D",725.0077
"2002","eastside","OEC","RaDFHEdy","fwi","RaDFHEdy_fwi","E",26459.889915
"2002","eastside","OEC","RaDFHEwt","fdm","RaDFHEwt_fdm","A",5.115085
"2002","eastside","OEC","RaDFHEwt","fdm","RaDFHEwt_fdm","B",15.790045
"2002","eastside","OEC","RaDFHEwt","fdm","RaDFHEwt_fdm","C",6.894245
"2002","eastside","OEC","RaDFHEwt","fdm","RaDFHEwt_fdm","D",0.667185
"2002","eastside","OEC","RaDFHEwt","fdm","RaDFHEwt_fdm","E",52.48522
"2002","eastside","OEC","RaDFHEwt","fwm","RaDFHEwt_fwm","A",142.999985
"2002","eastside","OEC","RaDFHEwt","fwm","RaDFHEwt_fwm","B",272.433875
"2002","eastside","OEC","RaDFHEwt","fwm","RaDFHEwt_fwm","C",196.374785
"2002","eastside","OEC","RaDFHEwt","fwm","RaDFHEwt_fwm","D",15.56765
"2002","eastside","OEC","RaDFHEwt","fwm","RaDFHEwt_fwm","E",543.08859
"2002","eastside","OEC","RaDFHEwt","fww","RaDFHEwt_fww","A",104.52565
"2002","eastside","OEC","RaDFHEwt","fww","RaDFHEwt_fww","B",331.146155
"2002","eastside","OEC","RaDFHEwt","fww","RaDFHEwt_fww","C",329.811785
"2002","eastside","OEC","RaDFHEwt","fww","RaDFHEwt_fww","D",14.455675
"2002","eastside","OEC","RaDFHEwt","fww","RaDFHEwt_fww","E",937.394925
"2002","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","A",8.8958
"2002","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","B",35.13841
"2002","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","C",10.007775
"2002","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","D",0.222395
"2002","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","E",81.39657
"2002","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","A",37.139965
"2002","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","B",785.49914
"2002","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","C",104.08086
"2002","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","D",5.78227
"2002","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","E",1286.110285
"2002","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","A",38125.842035
"2002","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","B",200351.874785
"2002","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","C",68968.025425
"2002","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","D",9903.69414
"2002","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","E",173777.67384
"2002","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","A",48589.971575
"2002","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","B",218636.07971
"2002","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","C",88992.916015
"2002","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","D",16616.46482
"2002","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","E",143940.938245
"2002","eastside","OEC","RaMCONms","fcm","RaMCONms_fcm","A",6.67185
"2002","eastside","OEC","RaMCONms","fcm","RaMCONms_fcm","B",141.44322
"2002","eastside","OEC","RaMCONms","fcm","RaMCONms_fcm","C",18.68118
"2002","eastside","OEC","RaMCONms","fcm","RaMCONms_fcm","D",13.566095
"2002","eastside","OEC","RaMCONms","fcm","RaMCONms_fcm","E",215.055965
"2002","eastside","OEC","RaMCONms","fmm","RaMCONms_fmm","A",30485.684205
"2002","eastside","OEC","RaMCONms","fmm","RaMCONms_fmm","B",304404.268225
"2002","eastside","OEC","RaMCONms","fmm","RaMCONms_fmm","C",83878.94299
"2002","eastside","OEC","RaMCONms","fmm","RaMCONms_fmm","D",19498.926415
"2002","eastside","OEC","RaMCONms","fmm","RaMCONms_fmm","E",350675.99432
"2002","eastside","OEC","RaMCONsw","fiw","RaMCONsw_fiw","A",59.15707
"2002","eastside","OEC","RaMCONsw","fiw","RaMCONsw_fiw","B",540.41985
"2002","eastside","OEC","RaMCONsw","fiw","RaMCONsw_fiw","C",267.31879
"2002","eastside","OEC","RaMCONsw","fiw","RaMCONsw_fiw","D",2.891135
"2002","eastside","OEC","RaMCONsw","fiw","RaMCONsw_fiw","E",297.786905
"2002","eastside","OEC","RaOAPI","fop","RaOAPI_fop","A",3067.049445
"2002","eastside","OEC","RaOAPI","fop","RaOAPI_fop","B",31293.422845
"2002","eastside","OEC","RaOAPI","fop","RaOAPI_fop","C",5714.884315
"2002","eastside","OEC","RaOAPI","fop","RaOAPI_fop","D",928.72152
"2002","eastside","OEC","RaOAPI","fop","RaOAPI_fop","E",36040.221725
"2002","eastside","OEC","RaPICOpu","fld","RaPICOpu_fld","A",19830.294965
"2002","eastside","OEC","RaPICOpu","fld","RaPICOpu_fld","B",132052.146335
"2002","eastside","OEC","RaPICOpu","fld","RaPICOpu_fld","C",32283.970175
"2002","eastside","OEC","RaPICOpu","fld","RaPICOpu_fld","D",9079.05348
"2002","eastside","OEC","RaPICOpu","fld","RaPICOpu_fld","E",143527.95073
"2002","eastside","OEC","RaPICOpu","flw","RaPICOpu_flw","A",3236.959225
"2002","eastside","OEC","RaPICOpu","flw","RaPICOpu_flw","B",28458.99857
"2002","eastside","OEC","RaPICOpu","flw","RaPICOpu_flw","C",6034.46593
"2002","eastside","OEC","RaPICOpu","flw","RaPICOpu_flw","D",2079.615645
"2002","eastside","OEC","RaPICOpu","flw","RaPICOpu_flw","E",29679.94712
"2002","eastside","OEC","RaPIPOm","fdp","RaPIPOm_fdp","A",885.57689
"2002","eastside","OEC","RaPIPOm","fdp","RaPIPOm_fdp","B",7710.87944
"2002","eastside","OEC","RaPIPOm","fdp","RaPIPOm_fdp","C",1402.86766
"2002","eastside","OEC","RaPIPOm","fdp","RaPIPOm_fdp","D",601.133685
"2002","eastside","OEC","RaPIPOm","fdp","RaPIPOm_fdp","E",5698.427085
"2002","eastside","OEC","RaPIPOm","fpd","RaPIPOm_fpd","A",19.57076
"2002","eastside","OEC","RaPIPOm","fpd","RaPIPOm_fpd","B",27.799375
"2002","eastside","OEC","RaPIPOm","fpd","RaPIPOm_fpd","C",4.00311
"2002","eastside","OEC","RaPIPOm","fpd","RaPIPOm_fpd","D",0.667185
"2002","eastside","OEC","RaPIPOm","fpd","RaPIPOm_fpd","E",7.339035
"2002","eastside","OEC","RaPIPOm","fpl","RaPIPOm_fpl","A",76310.39635
"2002","eastside","OEC","RaPIPOm","fpl","RaPIPOm_fpl","B",362062.17353
"2002","eastside","OEC","RaPIPOm","fpl","RaPIPOm_fpl","C",125098.07708
"2002","eastside","OEC","RaPIPOm","fpl","RaPIPOm_fpl","D",24383.3878
"2002","eastside","OEC","RaPIPOm","fpl","RaPIPOm_fpl","E",276347.13742
"2002","eastside","OEC","RaPIPOxe","fpd","RaPIPOxe_fpd","A",37401.723915
"2002","eastside","OEC","RaPIPOxe","fpd","RaPIPOxe_fpd","B",221077.08723
"2002","eastside","OEC","RaPIPOxe","fpd","RaPIPOxe_fpd","C",77445.722825
"2002","eastside","OEC","RaPIPOxe","fpd","RaPIPOxe_fpd","D",18205.921885
"2002","eastside","OEC","RaPIPOxe","fpd","RaPIPOxe_fpd","E",198042.080315
"2002","eastside","OEC","RaPIPOxe","fxp","RaPIPOxe_fxp","A",36210.79869
"2002","eastside","OEC","RaPIPOxe","fxp","RaPIPOxe_fxp","B",158829.838705
"2002","eastside","OEC","RaPIPOxe","fxp","RaPIPOxe_fxp","C",67215.77522
"2002","eastside","OEC","RaPIPOxe","fxp","RaPIPOxe_fxp","D",10778.818465
"2002","eastside","OEC","RaPIPOxe","fxp","RaPIPOxe_fxp","E",90832.122665
"2002","eastside","OEC","RaREFI","fcw","RaREFI_fcw","A",1103.746385
"2002","eastside","OEC","RaREFI","fcw","RaREFI_fcw","B",12072.04539
"2002","eastside","OEC","RaREFI","fcw","RaREFI_fcw","C",6318.909135
"2002","eastside","OEC","RaREFI","fcw","RaREFI_fcw","D",58.26749
"2002","eastside","OEC","RaREFI","fcw","RaREFI_fcw","E",675.19122
"2002","eastside","OEC","RaREFI","frf","RaREFI_frf","A",1060.82415
"2002","eastside","OEC","RaREFI","frf","RaREFI_frf","B",15446.444725
"2002","eastside","OEC","RaREFI","frf","RaREFI_frf","C",4208.15819
"2002","eastside","OEC","RaREFI","frf","RaREFI_frf","D",3139.995005
"2002","eastside","OEC","RaREFI","frf","RaREFI_frf","E",30953.82568
"2002","eastside","OEC","RaREFI","frm","RaREFI_frm","A",2161.012215
"2002","eastside","OEC","RaREFI","frm","RaREFI_frm","B",14595.116665
"2002","eastside","OEC","RaREFI","frm","RaREFI_frm","C",10833.75003
"2002","eastside","OEC","RaREFI","frm","RaREFI_frm","D",263.76047
"2002","eastside","OEC","RaREFI","frm","RaREFI_frm","E",1188.256485
"2002","eastside","OEC","RaSAWD","fal","RaSAWD_fal","A",3300.564195
"2002","eastside","OEC","RaSAWD","fal","RaSAWD_fal","B",20891.119115
"2002","eastside","OEC","RaSAWD","fal","RaSAWD_fal","C",8245.739415
"2002","eastside","OEC","RaSAWD","fal","RaSAWD_fal","D",2581.783555
"2002","eastside","OEC","RaSAWD","fal","RaSAWD_fal","E",24969.843415
"2002","eastside","OEC","RaSAWD","fsw","RaSAWD_fsw","A",1.111975
"2002","eastside","OEC","RaSAWD","fsw","RaSAWD_fsw","B",12.231725
"2002","eastside","OEC","RaSAWD","fsw","RaSAWD_fsw","C",5.78227
"2002","eastside","OEC","RaSAWD","fsw","RaSAWD_fsw","E",11.786935
"2002","eastside","OEC","RaSPFI","fcd","RaSPFI_fcd","A",0.222395
"2002","eastside","OEC","RaSPFI","fcd","RaSPFI_fcd","B",181.02953
"2002","eastside","OEC","RaSPFI","fcd","RaSPFI_fcd","C",2.446345
"2002","eastside","OEC","RaSPFI","fcd","RaSPFI_fcd","D",2.22395
"2002","eastside","OEC","RaSPFI","fcd","RaSPFI_fcd","E",177.02642
"2002","eastside","OEC","RaSPFI","fmz","RaSPFI_fmz","A",26535.72661
"2002","eastside","OEC","RaSPFI","fmz","RaSPFI_fmz","B",86969.121515
"2002","eastside","OEC","RaSPFI","fmz","RaSPFI_fmz","C",43882.53661
"2002","eastside","OEC","RaSPFI","fmz","RaSPFI_fmz","D",8035.13135
"2002","eastside","OEC","RaSPFI","fmz","RaSPFI_fmz","E",58469.202265
"2002","eastside","OSE","RaMCONdy","fmd","RaMCONdy_fmd","A",0.222395
"2002","eastside","OSE","RaPIPOxe","fpd","RaPIPOxe_fpd","A",0.44479
"2002","eastside","OSE","RaPIPOxe","fxp","RaPIPOxe_fxp","A",96.07464
"2002","eastside","OSE","RaPIPOxe","fxp","RaPIPOxe_fxp","B",732.346735
"2002","eastside","OSE","RaPIPOxe","fxp","RaPIPOxe_fxp","C",449.460295
"2002","eastside","OSE","RaPIPOxe","fxp","RaPIPOxe_fxp","D",24.01866
"2002","eastside","OSE","RaPIPOxe","fxp","RaPIPOxe_fxp","E",202.37945
"2002","eastside","OSW","Na0210290","fdw","Na0210290_fdw","A",1239.407335
"2002","eastside","OSW","Na0210290","fdw","Na0210290_fdw","B",3658.620145
"2002","eastside","OSW","Na0210290","fdw","Na0210290_fdw","C",604.9144
"2002","eastside","OSW","Na0210290","fdw","Na0210290_fdw","D",55.59875
"2002","eastside","OSW","Na0210290","fdw","Na0210290_fdw","E",2663.40252
"2002","eastside","OSW","Na0210290","fwo","Na0210290_fwo","A",9998.656805
"2002","eastside","OSW","Na0210290","fwo","Na0210290_fwo","B",137200.590585
"2002","eastside","OSW","Na0210290","fwo","Na0210290_fwo","C",13447.558465
"2002","eastside","OSW","Na0210290","fwo","Na0210290_fwo","D",2376.95776
"2002","eastside","OSW","Na0210290","fwo","Na0210290_fwo","E",32486.349625
"2002","eastside","OSW","Na0210350","fvg","Na0210350_fvg","A",67.385685
"2002","eastside","OSW","Na0210350","fvg","Na0210350_fvg","B",120.98288
"2002","eastside","OSW","Na0210350","fvg","Na0210350_fvg","C",30.912905
"2002","eastside","OSW","Na0210350","fvg","Na0210350_fvg","D",4.670295
"2002","eastside","OSW","Na0210350","fvg","Na0210350_fvg","E",156.56608
"2002","eastside","OSW","Na0710270","fdd","Na0710270_fdd","A",92667.326205
"2002","eastside","OSW","Na0710270","fdd","Na0710270_fdd","B",723972.67367
"2002","eastside","OSW","Na0710270","fdd","Na0710270_fdd","C",81330.74108
"2002","eastside","OSW","Na0710270","fdd","Na0710270_fdd","D",21820.50782
"2002","eastside","OSW","Na0710270","fdd","Na0710270_fdd","E",314178.528475
"2002","eastside","OSW","Na0710412","fmc","Na0710412_fmc","A",349.60494
"2002","eastside","OSW","Na0710412","fmc","Na0710412_fmc","B",4110.30439
"2002","eastside","OSW","Na0710412","fmc","Na0710412_fmc","C",522.405855
"2002","eastside","OSW","Na0710412","fmc","Na0710412_fmc","D",257.755805
"2002","eastside","OSW","Na0710412","fmc","Na0710412_fmc","E",5657.951195
"2002","eastside","OSW","Na0710412","fmh","Na0710412_fmh","A",4219.72273
"2002","eastside","OSW","Na0710412","fmh","Na0710412_fmh","B",86866.819815
"2002","eastside","OSW","Na0710412","fmh","Na0710412_fmh","C",16424.093145
"2002","eastside","OSW","Na0710412","fmh","Na0710412_fmh","D",4940.949715
"2002","eastside","OSW","Na0710412","fmh","Na0710412_fmh","E",89392.11504
"2002","eastside","OSW","Na0710412","fmi","Na0710412_fmi","A",1137.105635
"2002","eastside","OSW","Na0710412","fmi","Na0710412_fmi","B",9293.88705
"2002","eastside","OSW","Na0710412","fmi","Na0710412_fmi","C",1120.648405
"2002","eastside","OSW","Na0710412","fmi","Na0710412_fmi","D",289.1135
"2002","eastside","OSW","Na0710412","fmi","Na0710412_fmi","E",8670.069075
"2002","eastside","OSW","R1RFWF","fcw","R1RFWF_fcw","A",17255.850445
"2002","eastside","OSW","R1RFWF","fcw","R1RFWF_fcw","B",53281.83889
"2002","eastside","OSW","R1RFWF","fcw","R1RFWF_fcw","C",8513.947785
"2002","eastside","OSW","R1RFWF","fcw","R1RFWF_fcw","D",905.14765
"2002","eastside","OSW","R1RFWF","fcw","R1RFWF_fcw","E",37483.120485
"2002","eastside","OSW","R1RFWF","frm","R1RFWF_frm","A",161.01398
"2002","eastside","OSW","R1RFWF","frm","R1RFWF_frm","B",1725.7852
"2002","eastside","OSW","R1RFWF","frm","R1RFWF_frm","C",175.024865
"2002","eastside","OSW","R1RFWF","frm","R1RFWF_frm","D",55.59875
"2002","eastside","OSW","R1RFWF","frm","R1RFWF_frm","E",1726.452385
"2002","eastside","OSW","RaABAMlw","fsi","RaABAMlw_fsi","A",2339.5954
"2002","eastside","OSW","RaABAMlw","fsi","RaABAMlw_fsi","B",17387.063495
"2002","eastside","OSW","RaABAMlw","fsi","RaABAMlw_fsi","C",2336.259475
"2002","eastside","OSW","RaABAMlw","fsi","RaABAMlw_fsi","D",580.00616
"2002","eastside","OSW","RaABAMlw","fsi","RaABAMlw_fsi","E",16358.709015
"2002","eastside","OSW","RaABAMlw","fsw","RaABAMlw_fsw","A",449.68269
"2002","eastside","OSW","RaABAMlw","fsw","RaABAMlw_fsw","B",1839.873835
"2002","eastside","OSW","RaABAMlw","fsw","RaABAMlw_fsw","C",267.31879
"2002","eastside","OSW","RaABAMlw","fsw","RaABAMlw_fsw","D",52.04043
"2002","eastside","OSW","RaABAMlw","fsw","RaABAMlw_fsw","E",1979.3155
"2002","eastside","OSW","RaABAMlw","fwc","RaABAMlw_fwc","A",675.413615
"2002","eastside","OSW","RaABAMlw","fwc","RaABAMlw_fwc","B",2007.559665
"2002","eastside","OSW","RaABAMlw","fwc","RaABAMlw_fwc","C",340.70914
"2002","eastside","OSW","RaABAMlw","fwc","RaABAMlw_fwc","D",34.471225
"2002","eastside","OSW","RaABAMlw","fwc","RaABAMlw_fwc","E",1942.175535
"2002","eastside","OSW","RaDFHEdy","fwi","RaDFHEdy_fwi","A",44776.786905
"2002","eastside","OSW","RaDFHEdy","fwi","RaDFHEdy_fwi","B",118401.986025
"2002","eastside","OSW","RaDFHEdy","fwi","RaDFHEdy_fwi","C",33961.49566
"2002","eastside","OSW","RaDFHEdy","fwi","RaDFHEdy_fwi","D",4097.183085
"2002","eastside","OSW","RaDFHEdy","fwi","RaDFHEdy_fwi","E",76399.576745
"2002","eastside","OSW","RaDFHEdy","fwx","RaDFHEdy_fwx","A",3089.733735
"2002","eastside","OSW","RaDFHEdy","fwx","RaDFHEdy_fwx","B",58530.36089
"2002","eastside","OSW","RaDFHEdy","fwx","RaDFHEdy_fwx","C",7214.04901
"2002","eastside","OSW","RaDFHEdy","fwx","RaDFHEdy_fwx","D",1074.835035
"2002","eastside","OSW","RaDFHEdy","fwx","RaDFHEdy_fwx","E",33878.097535
"2002","eastside","OSW","RaDFHEwt","fdm","RaDFHEwt_fdm","A",1679.749435
"2002","eastside","OSW","RaDFHEwt","fdm","RaDFHEwt_fdm","B",6592.454985
"2002","eastside","OSW","RaDFHEwt","fdm","RaDFHEwt_fdm","C",1126.65307
"2002","eastside","OSW","RaDFHEwt","fdm","RaDFHEwt_fdm","D",110.975105
"2002","eastside","OSW","RaDFHEwt","fdm","RaDFHEwt_fdm","E",4299.562535
"2002","eastside","OSW","RaDFHEwt","fhc","RaDFHEwt_fhc","A",1955.074445
"2002","eastside","OSW","RaDFHEwt","fhc","RaDFHEwt_fhc","B",4394.5252
"2002","eastside","OSW","RaDFHEwt","fhc","RaDFHEwt_fhc","C",2614.47562
"2002","eastside","OSW","RaDFHEwt","fhc","RaDFHEwt_fhc","D",240.63139
"2002","eastside","OSW","RaDFHEwt","fhc","RaDFHEwt_fhc","E",2436.782015
"2002","eastside","OSW","RaDFHEwt","fwm","RaDFHEwt_fwm","A",19147.097525
"2002","eastside","OSW","RaDFHEwt","fwm","RaDFHEwt_fwm","B",36678.940165
"2002","eastside","OSW","RaDFHEwt","fwm","RaDFHEwt_fwm","C",13038.351665
"2002","eastside","OSW","RaDFHEwt","fwm","RaDFHEwt_fwm","D",1952.405705
"2002","eastside","OSW","RaDFHEwt","fwm","RaDFHEwt_fwm","E",26276.636435
"2002","eastside","OSW","RaDFHEwt","fwn","RaDFHEwt_fwn","A",511.730895
"2002","eastside","OSW","RaDFHEwt","fwn","RaDFHEwt_fwn","B",1592.570595
"2002","eastside","OSW","RaDFHEwt","fwn","RaDFHEwt_fwn","C",698.542695
"2002","eastside","OSW","RaDFHEwt","fwn","RaDFHEwt_fwn","D",179.917555
"2002","eastside","OSW","RaDFHEwt","fwn","RaDFHEwt_fwn","E",990.769725
"2002","eastside","OSW","RaDFWV","fwx","RaDFWV_fwx","A",4866.0026
"2002","eastside","OSW","RaDFWV","fwx","RaDFWV_fwx","B",11727.110745
"2002","eastside","OSW","RaDFWV","fwx","RaDFWV_fwx","C",2335.1475
"2002","eastside","OSW","RaDFWV","fwx","RaDFWV_fwx","D",154.78692
"2002","eastside","OSW","RaDFWV","fwx","RaDFWV_fwx","E",10535.29594
"2002","eastside","OSW","RaMCONdy","fdx","RaMCONdy_fdx","A",36.47278
"2002","eastside","OSW","RaMCONdy","fdx","RaMCONdy_fdx","B",114.088635
"2002","eastside","OSW","RaMCONdy","fdx","RaMCONdy_fdx","C",17.34681
"2002","eastside","OSW","RaMCONdy","fdx","RaMCONdy_fdx","D",2.446345
"2002","eastside","OSW","RaMCONdy","fdx","RaMCONdy_fdx","E",76.50388
"2002","eastside","OSW","RaMCONsw","fdm","RaMCONsw_fdm","A",27244.054685
"2002","eastside","OSW","RaMCONsw","fdm","RaMCONsw_fdm","B",109810.64478
"2002","eastside","OSW","RaMCONsw","fdm","RaMCONsw_fdm","C",16385.61881
"2002","eastside","OSW","RaMCONsw","fdm","RaMCONsw_fdm","D",3850.10224
"2002","eastside","OSW","RaMCONsw","fdm","RaMCONsw_fdm","E",41754.438855
"2002","eastside","OSW","RaMCONsw","fiw","RaMCONsw_fiw","A",64746.523535
"2002","eastside","OSW","RaMCONsw","fiw","RaMCONsw_fiw","B",538403.394535
"2002","eastside","OSW","RaMCONsw","fiw","RaMCONsw_fiw","C",102361.524255
"2002","eastside","OSW","RaMCONsw","fiw","RaMCONsw_fiw","D",11061.9273
"2002","eastside","OSW","RaMCONsw","fiw","RaMCONsw_fiw","E",195117.141275
"2002","eastside","OSW","RaMCONsw","fvw","RaMCONsw_fvw","A",9137.543365
"2002","eastside","OSW","RaMCONsw","fvw","RaMCONsw_fvw","B",42251.04689
"2002","eastside","OSW","RaMCONsw","fvw","RaMCONsw_fvw","C",9193.8093
"2002","eastside","OSW","RaMCONsw","fvw","RaMCONsw_fvw","D",1430.222245
"2002","eastside","OSW","RaMCONsw","fvw","RaMCONsw_fvw","E",18038.680845
"2002","eastside","OSW","RaMEVG","ftd","RaMEVG_ftd","A",31512.92671
